episode_id,transition_id,state,action,immediate_reward,delayed_reward,done,next_state,info
139,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
140,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
141,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
141,1,"(1, 0)",3,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 0)}"
141,2,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 3, 'current state': (-1, -1)}"
142,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
142,1,"(1, 0)",3,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 0)}"
142,2,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 3, 'current state': (-1, -1)}"
143,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
144,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
144,1,"(0, 1)",1,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (1, 1)}"
144,2,"(1, 1)",1,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (2, 1)}"
144,3,"(2, 1)",3,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (1, 1)}"
144,4,"(1, 1)",1,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (2, 1)}"
144,5,"(2, 1)",2,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (2, 0)}"
144,6,"(2, 0)",1,0,0,FALSE,"(3, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 7, 'current state': (3, 0)}"
144,7,"(3, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 8, 'current state': (-1, -1)}"
145,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
145,1,"(0, 1)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 2, 'current state': (-1, -1)}"
146,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
147,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
147,1,"(1, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 2, 'current state': (-1, -1)}"
148,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
149,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
150,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
150,1,"(0, 1)",2,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 0)}"
150,2,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 3, 'current state': (-1, -1)}"
151,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
151,1,"(0, 1)",0,0,0,FALSE,"(0, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 2)}"
151,2,"(0, 2)",0,0,0,FALSE,"(0, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (0, 3)}"
151,3,"(0, 3)",1,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (1, 3)}"
151,4,"(1, 3)",2,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (1, 2)}"
151,5,"(1, 2)",1,0,0,FALSE,"(2, 2)","{'immediate_reward': 5.0, 'total rewards': 5.0, 'total steps': 6, 'current state': (2, 2)}"
151,6,"(2, 2)",2,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 7, 'current state': (2, 1)}"
151,7,"(2, 1)",1,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 8, 'current state': (3, 1)}"
151,8,"(3, 1)",3,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 9, 'current state': (2, 1)}"
151,9,"(2, 1)",1,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 10, 'current state': (3, 1)}"
151,10,"(3, 1)",1,0,0,FALSE,"(4, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 11, 'current state': (4, 1)}"
151,11,"(4, 1)",3,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 12, 'current state': (3, 1)}"
151,12,"(3, 1)",2,0,0,FALSE,"(3, 0)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 13, 'current state': (3, 0)}"
151,13,"(3, 0)",0,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 14, 'current state': (3, 1)}"
151,14,"(3, 1)",2,0,0,FALSE,"(3, 0)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 15, 'current state': (3, 0)}"
151,15,"(3, 0)",1,0,0,FALSE,"(4, 0)","{'immediate_reward': -3.0, 'total rewards': 2.0, 'total steps': 16, 'current state': (4, 0)}"
151,16,"(4, 0)",2,-1,-1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 2.0, 'total steps': 17, 'current state': (-1, -1)}"
152,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
153,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
154,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
155,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
155,1,"(1, 0)",1,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (2, 0)}"
155,2,"(2, 0)",0,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (2, 1)}"
155,3,"(2, 1)",2,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (2, 0)}"
155,4,"(2, 0)",0,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (2, 1)}"
155,5,"(2, 1)",1,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (3, 1)}"
155,6,"(3, 1)",3,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 7, 'current state': (2, 1)}"
155,7,"(2, 1)",1,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 8, 'current state': (3, 1)}"
155,8,"(3, 1)",3,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 9, 'current state': (2, 1)}"
155,9,"(2, 1)",2,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 10, 'current state': (2, 0)}"
155,10,"(2, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 11, 'current state': (-1, -1)}"
156,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
157,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
157,1,"(1, 0)",3,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 0)}"
157,2,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (0, 1)}"
157,3,"(0, 1)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 4, 'current state': (-1, -1)}"
158,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
159,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
159,1,"(0, 1)",2,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 0)}"
159,2,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 3, 'current state': (-1, -1)}"
160,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
160,1,"(1, 0)",1,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (2, 0)}"
160,2,"(2, 0)",0,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (2, 1)}"
160,3,"(2, 1)",1,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (3, 1)}"
160,4,"(3, 1)",1,0,0,FALSE,"(4, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (4, 1)}"
160,5,"(4, 1)",1,0,0,FALSE,"(5, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (5, 1)}"
160,6,"(5, 1)",0,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 7, 'current state': (5, 2)}"
160,7,"(5, 2)",1,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 8, 'current state': (6, 2)}"
160,8,"(6, 2)",2,0,0,FALSE,"(6, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 9, 'current state': (6, 1)}"
160,9,"(6, 1)",1,0,0,FALSE,"(7, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 10, 'current state': (7, 1)}"
160,10,"(7, 1)",0,0,0,FALSE,"(7, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 11, 'current state': (7, 2)}"
160,11,"(7, 2)",0,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 12, 'current state': (7, 3)}"
160,12,"(7, 3)",3,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 13, 'current state': (6, 3)}"
160,13,"(6, 3)",1,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 14, 'current state': (7, 3)}"
160,14,"(7, 3)",0,0,0,FALSE,"(7, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 15, 'current state': (7, 4)}"
160,15,"(7, 4)",1,0,0,FALSE,"(8, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 16, 'current state': (8, 4)}"
160,16,"(8, 4)",0,0,0,FALSE,"(8, 5)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 17, 'current state': (8, 5)}"
160,17,"(8, 5)",0,0,0,FALSE,"(8, 6)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 18, 'current state': (8, 6)}"
160,18,"(8, 6)",2,0,0,FALSE,"(8, 5)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 19, 'current state': (8, 5)}"
160,19,"(8, 5)",0,0,0,FALSE,"(8, 6)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 20, 'current state': (8, 6)}"
160,20,"(8, 6)",1,0,0,FALSE,"(9, 6)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 21, 'current state': (9, 6)}"
160,21,"(9, 6)",3,0,0,FALSE,"(8, 6)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 22, 'current state': (8, 6)}"
160,22,"(8, 6)",0,0,0,FALSE,"(8, 7)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 23, 'current state': (8, 7)}"
160,23,"(8, 7)",1,0,0,FALSE,"(9, 7)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 24, 'current state': (9, 7)}"
160,24,"(9, 7)",0,0,0,FALSE,"(9, 8)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 25, 'current state': (9, 8)}"
160,25,"(9, 8)",3,0,0,FALSE,"(8, 8)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 26, 'current state': (8, 8)}"
160,26,"(8, 8)",3,0,0,FALSE,"(7, 8)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 27, 'current state': (7, 8)}"
160,27,"(7, 8)",3,0,0,FALSE,"(6, 8)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 28, 'current state': (6, 8)}"
160,28,"(6, 8)",2,0,0,FALSE,"(6, 7)","{'immediate_reward': 9.0, 'total rewards': 9.0, 'total steps': 29, 'current state': (6, 7)}"
160,29,"(6, 7)",1,0,0,FALSE,"(7, 7)","{'immediate_reward': -5.0, 'total rewards': 4.0, 'total steps': 30, 'current state': (7, 7)}"
160,30,"(7, 7)",0,0,0,FALSE,"(7, 8)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 31, 'current state': (7, 8)}"
160,31,"(7, 8)",2,0,0,FALSE,"(7, 7)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 32, 'current state': (7, 7)}"
160,32,"(7, 7)",2,0,0,FALSE,"(7, 6)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 33, 'current state': (7, 6)}"
160,33,"(7, 6)",1,0,0,FALSE,"(8, 6)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 34, 'current state': (8, 6)}"
160,34,"(8, 6)",1,0,0,FALSE,"(9, 6)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 35, 'current state': (9, 6)}"
160,35,"(9, 6)",2,0,0,FALSE,"(9, 5)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 36, 'current state': (9, 5)}"
160,36,"(9, 5)",0,0,0,FALSE,"(9, 6)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 37, 'current state': (9, 6)}"
160,37,"(9, 6)",0,0,0,FALSE,"(9, 7)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 38, 'current state': (9, 7)}"
160,38,"(9, 7)",2,0,0,FALSE,"(9, 6)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 39, 'current state': (9, 6)}"
160,39,"(9, 6)",3,0,0,FALSE,"(8, 6)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 40, 'current state': (8, 6)}"
160,40,"(8, 6)",2,0,0,FALSE,"(8, 5)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 41, 'current state': (8, 5)}"
160,41,"(8, 5)",1,0,0,FALSE,"(9, 5)","{'immediate_reward': 0.0, 'total rewards': 4.0, 'total steps': 42, 'current state': (9, 5)}"
160,42,"(9, 5)",1,-3,-3,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 4.0, 'total steps': 43, 'current state': (-1, -1)}"
161,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
161,1,"(1, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 2, 'current state': (-1, -1)}"
162,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
163,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
164,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
164,1,"(0, 1)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 2, 'current state': (-1, -1)}"
165,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
166,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
166,1,"(1, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 2, 'current state': (-1, -1)}"
167,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
168,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
169,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
169,1,"(0, 1)",1,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (1, 1)}"
169,2,"(1, 1)",3,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (0, 1)}"
169,3,"(0, 1)",1,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (1, 1)}"
169,4,"(1, 1)",2,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (1, 0)}"
169,5,"(1, 0)",1,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (2, 0)}"
169,6,"(2, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 7, 'current state': (-1, -1)}"
170,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
170,1,"(1, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 2, 'current state': (-1, -1)}"
171,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
172,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
172,1,"(1, 0)",0,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (1, 1)}"
172,2,"(1, 1)",3,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (0, 1)}"
172,3,"(0, 1)",0,0,0,FALSE,"(0, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (0, 2)}"
172,4,"(0, 2)",1,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (1, 2)}"
172,5,"(1, 2)",0,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (1, 3)}"
172,6,"(1, 3)",2,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 7, 'current state': (1, 2)}"
172,7,"(1, 2)",1,0,0,FALSE,"(2, 2)","{'immediate_reward': 5.0, 'total rewards': 5.0, 'total steps': 8, 'current state': (2, 2)}"
172,8,"(2, 2)",1,0,0,FALSE,"(3, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 9, 'current state': (3, 2)}"
172,9,"(3, 2)",2,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 10, 'current state': (3, 1)}"
172,10,"(3, 1)",1,0,0,FALSE,"(4, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 11, 'current state': (4, 1)}"
172,11,"(4, 1)",3,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 12, 'current state': (3, 1)}"
172,12,"(3, 1)",2,0,0,FALSE,"(3, 0)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 13, 'current state': (3, 0)}"
172,13,"(3, 0)",2,-4,-4,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 5.0, 'total steps': 14, 'current state': (-1, -1)}"
173,0,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
174,0,"(0, 0)",3,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0, 'total steps': 1, 'current state': (-1, -1)}"
175,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
175,1,"(1, 0)",3,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 0)}"
175,2,"(0, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 3, 'current state': (-1, -1)}"
176,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
176,1,"(0, 1)",1,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (1, 1)}"
176,2,"(1, 1)",0,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (1, 2)}"
176,3,"(1, 2)",1,0,0,FALSE,"(2, 2)","{'immediate_reward': 5.0, 'total rewards': 5.0, 'total steps': 4, 'current state': (2, 2)}"
176,4,"(2, 2)",2,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 5, 'current state': (2, 1)}"
176,5,"(2, 1)",1,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 6, 'current state': (3, 1)}"
176,6,"(3, 1)",2,0,0,FALSE,"(3, 0)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 7, 'current state': (3, 0)}"
176,7,"(3, 0)",0,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 8, 'current state': (3, 1)}"
176,8,"(3, 1)",1,0,0,FALSE,"(4, 1)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 9, 'current state': (4, 1)}"
176,9,"(4, 1)",2,0,0,FALSE,"(4, 0)","{'immediate_reward': -3.0, 'total rewards': 2.0, 'total steps': 10, 'current state': (4, 0)}"
176,10,"(4, 0)",0,0,0,FALSE,"(4, 1)","{'immediate_reward': 0.0, 'total rewards': 2.0, 'total steps': 11, 'current state': (4, 1)}"
176,11,"(4, 1)",0,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 2.0, 'total steps': 12, 'current state': (4, 2)}"
176,12,"(4, 2)",1,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 2.0, 'total steps': 13, 'current state': (5, 2)}"
176,13,"(5, 2)",1,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': 2.0, 'total steps': 14, 'current state': (6, 2)}"
176,14,"(6, 2)",3,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 2.0, 'total steps': 15, 'current state': (5, 2)}"
176,15,"(5, 2)",0,0,0,FALSE,"(5, 3)","{'immediate_reward': -4.0, 'total rewards': -2.0, 'total steps': 16, 'current state': (5, 3)}"
176,16,"(5, 3)",0,0,0,FALSE,"(5, 4)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 17, 'current state': (5, 4)}"
176,17,"(5, 4)",3,0,0,FALSE,"(4, 4)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 18, 'current state': (4, 4)}"
176,18,"(4, 4)",2,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 19, 'current state': (4, 3)}"
176,19,"(4, 3)",1,0,0,FALSE,"(5, 3)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 20, 'current state': (5, 3)}"
176,20,"(5, 3)",2,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 21, 'current state': (5, 2)}"
176,21,"(5, 2)",0,0,0,FALSE,"(5, 3)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 22, 'current state': (5, 3)}"
176,22,"(5, 3)",1,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 23, 'current state': (6, 3)}"
176,23,"(6, 3)",2,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': -2.0, 'total steps': 24, 'current state': (6, 2)}"
